,0
0,0.048061474583901864
1,0.016643811170308664
2,0.008905594323577404
3,0.007105563376613611
4,0.008152489480792835
5,0.009556457794736906
6,0.0011380648953071004
7,0.003439639233293157
8,0.0034515323494404004
9,0.017503256938430578
10,0.025007893402068104
11,0.045121870068323355
12,0.05708298087925634
13,0.08131608823166836
14,0.07150108853027493
15,0.03977316798553532
16,0.08660237202283594
17,0.021659957360911086
18,0.013213519611074753
19,0.019305218753122966
20,0.020834621360057315
21,0.022273818718554272
22,0.01954584437733975
23,0.01617557113337098
24,0.04926084378850304
25,0.015813701489044485
26,0.008135562177070121
27,0.008053928435880597
28,0.00735633814064085
29,0.010615717718774786
30,0.0025892950008981064
31,0.003031951260125121
32,0.0020301092217542838
33,0.02870239142769626
34,0.03595295641300811
35,0.053738755680899475
36,0.08112123699832385
37,0.061224411099577214
38,0.07751468378758664
39,0.08345242831151167
40,0.07154827254588536
41,0.03386057806448384
42,0.010465636064333594
43,0.019870964064723107
44,0.023635940593977445
45,0.024127193024766402
46,0.017611980258259607
47,0.016239326617453087
48,0.044936076615875176
49,0.015474841325997746
50,0.00883410775784954
51,0.007140765694676254
52,0.0077156993070855995
53,0.00897862223697099
54,0.0010878564250216272
55,0.0007240717308184541
56,0.005565309643229099
57,0.022684183037610772
58,0.03545724179380216
59,0.049465983619857656
60,0.05676745380607251
61,0.08859388669872037
62,0.10515296391176387
63,0.054531198256835944
64,0.08492609329976264
65,0.0646494432058009
66,0.015778617498934278
67,0.02158918161091572
68,0.020797244903353107
69,0.023425058111075647
70,0.018969499938005563
71,0.01547979001234101
72,0.047241276403291454
73,0.017023229862493827
74,0.007438801911350157
75,0.00753176685492607
76,0.00771796471433972
77,0.009449846155293318
78,0.0027477231307778682
79,0.0029352800738673412
80,0.0018199778214597062
81,0.03478727419035477
82,0.02371295689718944
83,0.04256224749756066
84,0.04802293717444872
85,0.060913969148445046
86,0.0938709552308703
87,0.049713941094904124
88,0.08558375078661906
89,0.036326502631237156
90,0.007828237404819083
91,0.01942331924720786
92,0.022486692113164675
93,0.021555934401727317
94,0.01907934302477421
95,0.015428233738196795
96,0.04566130731084217
97,0.014305608881774123
98,0.008120603815497285
99,0.007980274032906798
100,0.00786437324413114
101,0.010299317405191188
102,0.004995354362760995
103,0.002243661676651021
104,0.0013247932151403408
105,0.030769902707362684
106,0.038486506135359866
107,0.011509574144986878
108,0.07934336909789863
109,0.09235534406714252
110,0.07325403439976963
111,0.03610592297619619
112,0.08635291965881242
113,0.04280058014871102
114,0.01961726787974105
115,0.02136505151882573
116,0.021656646015944747
117,0.0239342278781568
118,0.018804606937108947
119,0.015799922724335613
120,0.0461693207221896
121,0.014377957133362318
122,0.008221848581197788
123,0.00783178460118883
124,0.0076312462687690985
125,0.0098958716297185
126,0.002305716783871592
127,0.001970795343639198
128,0.0028849458212784063
129,0.026854684642956705
130,0.02432129323261445
131,0.050539552428203294
132,0.06316146742511664
133,0.08736719441527918
134,0.09329841891136215
135,0.07565191876665112
136,0.08661414645479959
137,0.06503617709044285
138,0.008832611466211615
139,0.019886082514191106
140,0.02105844651662514
141,0.023517138482043065
142,0.018518677004708217
143,0.016724444979087538
144,0.04480222502831488
145,0.01589889663394406
146,0.00881931352445997
147,0.00807125190673419
148,0.00749908725068249
149,0.009423611037785329
150,0.003131216102890799
151,0.0026914726363571617
152,0.0035043734625095357
153,0.030689193334854314
154,0.036244963739217484
155,0.03367757086712908
156,0.07061949013208557
157,0.06629209852007478
158,0.07355777199107738
159,0.052813281439338944
160,0.06122723700910071
161,0.03632566581972152
162,0.004659009023280092
163,0.020002559039466905
164,0.02253403554530642
165,0.021669203483054233
166,0.016292010310692606
167,0.01620410277446016
168,0.045639989981486107
169,0.015787521299445717
170,0.008048166421202319
171,0.007749636779990965
172,0.00749622685791651
173,0.009185421858987852
174,0.00461366337021718
175,0.0076462216901136415
176,0.002244339177256638
177,0.025564441763967327
178,0.03393688848676191
179,0.056963798593336445
180,0.03405422056691476
181,0.07071072477809137
182,0.07725288915379114
183,0.06580985687467433
184,0.09771787473123084
185,0.06675133000102695
186,0.01659214610939208
187,0.020352555331889732
188,0.022611745614330325
189,0.021253174334235014
190,0.018508872333448778
191,0.016029337703946656
192,0.04743303343844829
193,0.015590775867336593
194,0.008142718304814944
195,0.007524563671118978
196,0.0076940437595067745
197,0.009638729510006327
198,0.0041173180889277905
199,0.0017805798963205222
200,0.0037241866045126804
201,0.02217201048033357
202,0.025215565049198974
203,0.05941281988821445
204,0.04946340892550816
205,0.08062190393276136
206,0.06702242079159282
207,0.07581739457000247
208,0.035594324663939636
209,0.041145964368032306
210,0.011457499636424728
211,0.02270243913014769
212,0.022017719653859458
213,0.022823260926282063
214,0.018714123488987933
215,0.015730262198628386
216,0.047660906677794435
217,0.015349126920921163
218,0.008655588918085821
219,0.0072720719176671
220,0.007658503814953588
221,0.009925200098606424
222,0.0021963160053822817
223,0.0023947484218864723
224,0.002101956309441766
225,0.022414645189244187
226,0.01741707837613493
227,0.04979907626270874
228,0.048553454910695404
229,0.05524283333726121
230,0.07295204396497956
231,0.07102399468455389
232,0.0903436818700567
233,0.05158399339718578
234,0.013049896241795977
235,0.021664810553709057
236,0.021365505416668262
237,0.0248306932871889
238,0.018737004991887907
239,0.015539607848873316
240,0.04483668152192177
241,0.017474255450237286
242,0.00883428461001079
243,0.007997183795934504
244,0.007951814632849663
245,0.00962120729126359
246,0.0020251488601825685
247,0.004754356524873771
248,0.001727875903057341
249,0.04523678552638777
250,0.013573440792887137
251,0.033212027345737694
252,0.0678778594888565
253,0.07596853610627763
254,0.06693237905485261
255,0.08591091110738303
256,0.07432061251163224
257,0.054892384784758885
258,0.016610332428905084
259,0.01866756709108519
260,0.01980255168205991
261,0.023687528599286467
262,0.017245221327311655
263,0.015584707468467851
264,0.0490118223235555
265,0.018026912715549015
266,0.008525103500477305
267,0.008072843216039405
268,0.007451207287384687
269,0.01009079123469625
270,0.004425945587254176
271,0.002093515424520631
272,0.0023766469982147154
273,0.02715807431834083
274,0.025491750743055208
275,0.03507662506562004
276,0.05793956871079797
277,0.052060980853811056
278,0.08261246212362972
279,0.08044012335267037
280,0.07818857014411229
281,0.05436826143475071
282,0.016495821707931624
283,0.02103151811026871
284,0.0212926683465976
285,0.022416817716134463
286,0.018558944315197
287,0.015358131051981694
288,0.04496749728935978
289,0.01662985356716451
290,0.00886371393345231
291,0.007506115096499122
292,0.007234763081330753
293,0.009295496050986007
294,0.001235232555164112
295,0.0029747556302541778
296,0.0017754281686606088
297,0.03182110529402271
298,0.018565791419408395
299,0.05547438189893761
300,0.07979241415974458
301,0.07374760359758903
302,0.08890178409918392
303,0.07472327384008937
304,0.07435879223306818
305,0.04274401535702266
306,0.014193417224326987
307,0.020827667114114323
308,0.02006505200809816
309,0.02304948818315733
310,0.019042488455240814
311,0.01725487300459827
312,0.04501744495654114
313,0.015891561776799956
314,0.00836646760288895
315,0.008374163087290332
316,0.007282556691267428
317,0.009945974345035968
318,0.002853943866834352
319,0.002300764480197004
320,0.0037395974776159857
321,0.016574281435071336
322,0.015583682369492369
323,0.02954382320832405
324,0.06160262826896323
325,0.0619317055420443
326,0.08531697655414061
327,0.06938857051135683
328,0.0759479559049201
329,0.06118812244670191
330,0.016950037136705953
331,0.019284433743971707
332,0.02158831786585158
333,0.022001431988916686
334,0.018215519232160915
335,0.016217796436060583
336,0.045968158834630235
337,0.01812957155763162
338,0.008506836757881886
339,0.00763718375392064
340,0.007177756691172932
341,0.009450021499069927
342,0.005177066683930587
343,0.004341674765726555
344,0.0026512287666595746
345,0.020545270610302646
346,0.011345045049397484
347,0.06272585935390884
348,0.061207221195681116
349,0.07496610398948467
350,0.10242708931891409
351,0.07391659809103834
352,0.08725470999537266
353,0.058244018374431494
354,0.02173542844312437
355,0.020742951591968484
356,0.020900817243630576
357,0.02407731734718077
358,0.01742905733248379
359,0.015154266867611121
360,0.04897276142911977
361,0.017490403288475287
362,0.008891200457593618
363,0.007841656734792202
364,0.007696624835537791
365,0.00944560395014682
366,0.0023432051945283527
367,0.001210777686561304
368,0.006400366717257189
369,0.01851967188290571
370,0.011084731997872632
371,0.06749583965049855
372,0.074884786530657
373,0.06724317586430195
374,0.054988862080004086
375,0.06571095529406668
376,0.07110804360336487
377,0.054050568282130174
378,0.013026448300320403
379,0.021769639406311603
380,0.02353475503667679
381,0.02417747039516238
382,0.017537853886352206
383,0.015374328037888074
384,0.0467975723546068
385,0.015829169048775182
386,0.008433515530248958
387,0.00782284735879013
388,0.0070468886538546105
389,0.008506589607912396
390,0.002434549522854823
391,0.005456695976782999
392,0.002587352012106914
393,0.026338039563872373
394,0.02352902837282489
395,0.06855824740048333
396,0.06552382098167797
397,0.09162450434360436
398,0.06892024686104348
399,0.07899993754955381
400,0.06913690985352283
401,0.05374335052196777
402,0.009938509367439119
403,0.021105380620678238
404,0.02074696790228847
405,0.021957565444121308
